"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.1","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","http://corestandards.org/ELA-Literacy/L/11-12/1/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.1a","Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested.","http://corestandards.org/ELA-Literacy/L/11-12/1/a/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.1b","Resolve issues of complex or contested usage, consulting references (e.g., <em>Merriam-Webster's Dictionary of English Usage, Garner's Modern American Usage</em>) as needed.","http://corestandards.org/ELA-Literacy/L/11-12/1/b/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.2","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","http://corestandards.org/ELA-Literacy/L/11-12/2/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.2a","Observe hyphenation conventions.","http://corestandards.org/ELA-Literacy/L/11-12/2/a/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.2b","Spell correctly.","http://corestandards.org/ELA-Literacy/L/11-12/2/b/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.3","Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.","http://corestandards.org/ELA-Literacy/L/11-12/3/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.3a","Vary syntax for effect, consulting references (e.g., Tufte's <em>Artful Sentences</em>) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading.","http://corestandards.org/ELA-Literacy/L/11-12/3/a/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.4","Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on <em>grades 11-12 reading and content</em>, choosing flexibly from a range of strategies.","http://corestandards.org/ELA-Literacy/L/11-12/4/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.4a","Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.","http://corestandards.org/ELA-Literacy/L/11-12/4/a/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.4b","Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., <em>conceive, conception, conceivable</em>).","http://corestandards.org/ELA-Literacy/L/11-12/4/b/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.4c","Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage.","http://corestandards.org/ELA-Literacy/L/11-12/4/c/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.4d","Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).","http://corestandards.org/ELA-Literacy/L/11-12/4/d/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.5","Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.","http://corestandards.org/ELA-Literacy/L/11-12/5/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.5a","Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text.","http://corestandards.org/ELA-Literacy/L/11-12/5/a/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.5b","Analyze nuances in the meaning of words with similar denotations.","http://corestandards.org/ELA-Literacy/L/11-12/5/b/","Language","L"
"11,12","Language, Speaking & Listening","LS&L","L.11-12.6","Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.","http://corestandards.org/ELA-Literacy/L/11-12/6/","Language","L"
"K","Reading","R","RF.K.1","Demonstrate understanding of the organization and basic features of print.","http://corestandards.org/ELA-Literacy/RF/K/1/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.1a","Follow words from left to right, top to bottom, and page by page.","http://corestandards.org/ELA-Literacy/RF/K/1/a/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.1b","Recognize that spoken words are represented in written language by specific sequences of letters.","http://corestandards.org/ELA-Literacy/RF/K/1/b/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.1c","Understand that words are separated by spaces in print.","http://corestandards.org/ELA-Literacy/RF/K/1/c/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.1d","Recognize and name all upper- and lowercase letters of the alphabet.","http://corestandards.org/ELA-Literacy/RF/K/1/d/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.2","Demonstrate understanding of spoken words, syllables, and sounds (phonemes).","http://corestandards.org/ELA-Literacy/RF/K/2/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.2a","Recognize and produce rhyming words.","http://corestandards.org/ELA-Literacy/RF/K/2/a/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.2b","Count, pronounce, blend, and segment syllables in spoken words.","http://corestandards.org/ELA-Literacy/RF/K/2/b/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.2c","Blend and segment onsets and rimes of single-syllable spoken words.","http://corestandards.org/ELA-Literacy/RF/K/2/c/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.2d","Isolate and pronounce the initial, medial vowel, and final sounds (phonemes) in three-phoneme (consonant-vowel-consonant, or CVC) words.<sup>1</sup> (This does not include CVCs ending with /l/, /r/, or /x/.)","http://corestandards.org/ELA-Literacy/RF/K/2/d/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.2e","Add or substitute individual sounds (phonemes) in simple, one-syllable words to make new words.","http://corestandards.org/ELA-Literacy/RF/K/2/e/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.3","Know and apply grade-level phonics and word analysis skills in decoding words.","http://corestandards.org/ELA-Literacy/RF/K/3/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.3a","Demonstrate basic knowledge of one-to-one letter-sound correspondences by producing the primary sound or many of the most frequent sounds for each consonant.","http://corestandards.org/ELA-Literacy/RF/K/3/a/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.3b","Associate the long and short sounds with the common spellings (graphemes) for the five major vowels.","http://corestandards.org/ELA-Literacy/RF/K/3/b/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.3c","Read common high-frequency words by sight (e.g., <i>the</i>, <i>of</i>, <i>to</i>, <i>you</i>, <i>she</i>, <i>my</i>, <i>is</i>, <i>are</i>, <i>do</i>, <i>does</i>).","http://corestandards.org/ELA-Literacy/RF/K/3/c/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.3d","Distinguish between similarly spelled words by identifying the sounds of the letters that differ.","http://corestandards.org/ELA-Literacy/RF/K/3/d/","Reading: Foundational Skills","RF"
"K","Reading","R","RF.K.4","Read emergent-reader texts with purpose and understanding.","http://corestandards.org/ELA-Literacy/RF/K/4/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.1","Demonstrate understanding of the organization and basic features of print.","http://corestandards.org/ELA-Literacy/RF/1/1/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.1a","Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation).","http://corestandards.org/ELA-Literacy/RF/1/1/a/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.2","Demonstrate understanding of spoken words, syllables, and sounds (phonemes).","http://corestandards.org/ELA-Literacy/RF/1/2/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.2a","Distinguish long from short vowel sounds in spoken single-syllable words.","http://corestandards.org/ELA-Literacy/RF/1/2/a/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.2b","Orally produce single-syllable words by blending sounds (phonemes), including consonant blends.","http://corestandards.org/ELA-Literacy/RF/1/2/b/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.2c","Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words.","http://corestandards.org/ELA-Literacy/RF/1/2/c/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.2d","Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).","http://corestandards.org/ELA-Literacy/RF/1/2/d/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.3","Know and apply grade-level phonics and word analysis skills in decoding words.","http://corestandards.org/ELA-Literacy/RF/1/3/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.3a","Know the spelling-sound correspondences for common consonant digraphs.","http://corestandards.org/ELA-Literacy/RF/1/3/a/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.3b","Decode regularly spelled one-syllable words.","http://corestandards.org/ELA-Literacy/RF/1/3/b/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.3c","Know final -e and common vowel team conventions for representing long vowel sounds.","http://corestandards.org/ELA-Literacy/RF/1/3/c/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.3d","Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word.","http://corestandards.org/ELA-Literacy/RF/1/3/d/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.3e","Decode two-syllable words following basic patterns by breaking the words into syllables.","http://corestandards.org/ELA-Literacy/RF/1/3/e/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.3f","Read words with inflectional endings.","http://corestandards.org/ELA-Literacy/RF/1/3/f/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.3g","Recognize and read grade-appropriate irregularly spelled words.","http://corestandards.org/ELA-Literacy/RF/1/3/g/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.4","Read with sufficient accuracy and fluency to support comprehension.","http://corestandards.org/ELA-Literacy/RF/1/4/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.4a","Read grade-level text with purpose and understanding.","http://corestandards.org/ELA-Literacy/RF/1/4/a/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.4b","Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings.","http://corestandards.org/ELA-Literacy/RF/1/4/b/","Reading: Foundational Skills","RF"
"01","Reading","R","RF.1.4c","Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","http://corestandards.org/ELA-Literacy/RF/1/4/c/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.3","Know and apply grade-level phonics and word analysis skills in decoding words.","http://corestandards.org/ELA-Literacy/RF/2/3/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.3a","Distinguish long and short vowels when reading regularly spelled one-syllable words.","http://corestandards.org/ELA-Literacy/RF/2/3/a/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.3b","Know spelling-sound correspondences for additional common vowel teams.","http://corestandards.org/ELA-Literacy/RF/2/3/b/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.3c","Decode regularly spelled two-syllable words with long vowels.","http://corestandards.org/ELA-Literacy/RF/2/3/c/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.3d","Decode words with common prefixes and suffixes.","http://corestandards.org/ELA-Literacy/RF/2/3/d/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.3e","Identify words with inconsistent but common spelling-sound correspondences.","http://corestandards.org/ELA-Literacy/RF/2/3/e/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.3f","Recognize and read grade-appropriate irregularly spelled words.","http://corestandards.org/ELA-Literacy/RF/2/3/f/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.4","Read with sufficient accuracy and fluency to support comprehension.","http://corestandards.org/ELA-Literacy/RF/2/4/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.4a","Read grade-level text with purpose and understanding.","http://corestandards.org/ELA-Literacy/RF/2/4/a/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.4b","Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings.","http://corestandards.org/ELA-Literacy/RF/2/4/b/","Reading: Foundational Skills","RF"
"02","Reading","R","RF.2.4c","Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","http://corestandards.org/ELA-Literacy/RF/2/4/c/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.3","Know and apply grade-level phonics and word analysis skills in decoding words.","http://corestandards.org/ELA-Literacy/RF/3/3/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.3a","Identify and know the meaning of the most common prefixes and derivational suffixes.","http://corestandards.org/ELA-Literacy/RF/3/3/a/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.3b","Decode words with common Latin suffixes.","http://corestandards.org/ELA-Literacy/RF/3/3/b/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.3c","Decode multisyllable words.","http://corestandards.org/ELA-Literacy/RF/3/3/c/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.3d","Read grade-appropriate irregularly spelled words.","http://corestandards.org/ELA-Literacy/RF/3/3/d/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.4","Read with sufficient accuracy and fluency to support comprehension.","http://corestandards.org/ELA-Literacy/RF/3/4/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.4a","Read grade-level text with purpose and understanding.","http://corestandards.org/ELA-Literacy/RF/3/4/a/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.4b","Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.","http://corestandards.org/ELA-Literacy/RF/3/4/b/","Reading: Foundational Skills","RF"
"03","Reading","R","RF.3.4c","Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","http://corestandards.org/ELA-Literacy/RF/3/4/c/","Reading: Foundational Skills","RF"
"04","Reading","R","RF.4.3","Know and apply grade-level phonics and word analysis skills in decoding words.","http://corestandards.org/ELA-Literacy/RF/4/3/","Reading: Foundational Skills","RF"
"04","Reading","R","RF.4.3a","Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.","http://corestandards.org/ELA-Literacy/RF/4/3/a/","Reading: Foundational Skills","RF"
"04","Reading","R","RF.4.4","Read with sufficient accuracy and fluency to support comprehension.","http://corestandards.org/ELA-Literacy/RF/4/4/","Reading: Foundational Skills","RF"
"04","Reading","R","RF.4.4a","Read grade-level text with purpose and understanding.","http://corestandards.org/ELA-Literacy/RF/4/4/a/","Reading: Foundational Skills","RF"
"04","Reading","R","RF.4.4b","Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.","http://corestandards.org/ELA-Literacy/RF/4/4/b/","Reading: Foundational Skills","RF"
"04","Reading","R","RF.4.4c","Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","http://corestandards.org/ELA-Literacy/RF/4/4/c/","Reading: Foundational Skills","RF"
"05","Reading","R","RF.5.3","Know and apply grade-level phonics and word analysis skills in decoding words.","http://corestandards.org/ELA-Literacy/RF/5/3/","Reading: Foundational Skills","RF"
"05","Reading","R","RF.5.3a","Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.","http://corestandards.org/ELA-Literacy/RF/5/3/a/","Reading: Foundational Skills","RF"
"05","Reading","R","RF.5.4","Read with sufficient accuracy and fluency to support comprehension.","http://corestandards.org/ELA-Literacy/RF/5/4/","Reading: Foundational Skills","RF"
"05","Reading","R","RF.5.4a","Read grade-level text with purpose and understanding.","http://corestandards.org/ELA-Literacy/RF/5/4/a/","Reading: Foundational Skills","RF"
"05","Reading","R","RF.5.4b","Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.","http://corestandards.org/ELA-Literacy/RF/5/4/b/","Reading: Foundational Skills","RF"
"05","Reading","R","RF.5.4c","Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","http://corestandards.org/ELA-Literacy/RF/5/4/c/","Reading: Foundational Skills","RF"
"6,7,8","Reading","R","RH.6-8.1","Cite specific textual evidence to support analysis of primary and secondary sources.","http://corestandards.org/ELA-Literacy/RH/6-8/1/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.2","Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.","http://corestandards.org/ELA-Literacy/RH/6-8/2/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.3","Identify key steps in a text's description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered).","http://corestandards.org/ELA-Literacy/RH/6-8/3/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.4","Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies.","http://corestandards.org/ELA-Literacy/RH/6-8/4/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.5","Describe how a text presents information (e.g., sequentially, comparatively, causally).","http://corestandards.org/ELA-Literacy/RH/6-8/5/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.6","Identify aspects of a text that reveal an author's point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts).","http://corestandards.org/ELA-Literacy/RH/6-8/6/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.7","Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts.","http://corestandards.org/ELA-Literacy/RH/6-8/7/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.8","Distinguish among fact, opinion, and reasoned judgment in a text.","http://corestandards.org/ELA-Literacy/RH/6-8/8/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.9","Analyze the relationship between a primary and secondary source on the same topic.","http://corestandards.org/ELA-Literacy/RH/6-8/9/","Reading: History/Social Studies","RH"
"6,7,8","Reading","R","RH.6-8.10","By the end of grade 8, read and comprehend history/social studies texts in the grades 6-8 text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RH/6-8/10/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.1","Cite specific textual evidence to support analysis of primary and secondary sources, attending to such features as the date and origin of the information.","http://corestandards.org/ELA-Literacy/RH/9-10/1/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.2","Determine the central ideas or information of a primary or secondary source; provide an accurate summary of how key events or ideas develop over the course of the text.","http://corestandards.org/ELA-Literacy/RH/9-10/2/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.3","Analyze in detail a series of events described in a text; determine whether earlier events caused later ones or simply preceded them.","http://corestandards.org/ELA-Literacy/RH/9-10/3/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.4","Determine the meaning of words and phrases as they are used in a text, including vocabulary describing political, social, or economic aspects of history/social science.","http://corestandards.org/ELA-Literacy/RH/9-10/4/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.5","Analyze how a text uses structure to emphasize key points or advance an explanation or analysis.","http://corestandards.org/ELA-Literacy/RH/9-10/5/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.6","Compare the point of view of two or more authors for how they treat the same or similar topics, including which details they include and emphasize in their respective accounts.","http://corestandards.org/ELA-Literacy/RH/9-10/6/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.7","Integrate quantitative or technical analysis (e.g., charts, research data) with qualitative analysis in print or digital text.","http://corestandards.org/ELA-Literacy/RH/9-10/7/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.8","Assess the extent to which the reasoning and evidence in a text support the author's claims.","http://corestandards.org/ELA-Literacy/RH/9-10/8/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.9","Compare and contrast treatments of the same topic in several primary and secondary sources.","http://corestandards.org/ELA-Literacy/RH/9-10/9/","Reading: History/Social Studies","RH"
"9,10","Reading","R","RH.9-10.10","By the end of grade 10, read and comprehend history/social studies texts in the grades 9-10 text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RH/9-10/10/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.1","Cite specific textual evidence to support analysis of primary and secondary sources, connecting insights gained from specific details to an understanding of the text as a whole.","http://corestandards.org/ELA-Literacy/RH/11-12/1/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.2","Determine the central ideas or information of a primary or secondary source; provide an accurate summary that makes clear the relationships among the key details and ideas.","http://corestandards.org/ELA-Literacy/RH/11-12/2/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.3","Evaluate various explanations for actions or events and determine which explanation best accords with textual evidence, acknowledging where the text leaves matters uncertain.","http://corestandards.org/ELA-Literacy/RH/11-12/3/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.4","Determine the meaning of words and phrases as they are used in a text, including analyzing how an author uses and refines the meaning of a key term over the course of a text (e.g., how Madison defines <em>faction</em> in <em>Federalist</em> No. 10).","http://corestandards.org/ELA-Literacy/RH/11-12/4/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.5","Analyze in detail how a complex primary source is structured, including how key sentences, paragraphs, and larger portions of the text contribute to the whole.","http://corestandards.org/ELA-Literacy/RH/11-12/5/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.6","Evaluate authors' differing points of view on the same historical event or issue by assessing the authors' claims, reasoning, and evidence.","http://corestandards.org/ELA-Literacy/RH/11-12/6/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.7","Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, as well as in words) in order to address a question or solve a problem.","http://corestandards.org/ELA-Literacy/RH/11-12/7/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.8","Evaluate an author's premises, claims, and evidence by corroborating or challenging them with other information.","http://corestandards.org/ELA-Literacy/RH/11-12/8/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.9","Integrate information from diverse sources, both primary and secondary, into a coherent understanding of an idea or event, noting discrepancies among sources.","http://corestandards.org/ELA-Literacy/RH/11-12/9/","Reading: History/Social Studies","RH"
"11,12","Reading","R","RH.11-12.10","By the end of grade 12, read and comprehend history/social studies texts in the grades 11-CCR text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RH/11-12/10/","Reading: History/Social Studies","RH"
"K","Reading","R","RI.K.1","With prompting and support, ask and answer questions about key details in a text.","http://corestandards.org/ELA-Literacy/RI/K/1/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.2","With prompting and support, identify the main topic and retell key details of a text.","http://corestandards.org/ELA-Literacy/RI/K/2/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.3","With prompting and support, describe the connection between two individuals, events, ideas, or pieces of information in a text.","http://corestandards.org/ELA-Literacy/RI/K/3/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.4","With prompting and support, ask and answer questions about unknown words in a text.","http://corestandards.org/ELA-Literacy/RI/K/4/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.5","Identify the front cover, back cover, and title page of a book.","http://corestandards.org/ELA-Literacy/RI/K/5/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.6","Name the author and illustrator of a text and define the role of each in presenting the ideas or information in a text.","http://corestandards.org/ELA-Literacy/RI/K/6/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.7","With prompting and support, describe the relationship between illustrations and the text in which they appear (e.g., what person, place, thing, or idea in the text an illustration depicts).","http://corestandards.org/ELA-Literacy/RI/K/7/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.8","With prompting and support, identify the reasons an author gives to support points in a text.","http://corestandards.org/ELA-Literacy/RI/K/8/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.9","With prompting and support, identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).","http://corestandards.org/ELA-Literacy/RI/K/9/","Reading: Informational Text","RI"
"K","Reading","R","RI.K.10","Actively engage in group reading activities with purpose and understanding.","http://corestandards.org/ELA-Literacy/RI/K/10/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.1","Ask and answer questions about key details in a text.","http://corestandards.org/ELA-Literacy/RI/1/1/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.2","Identify the main topic and retell key details of a text.","http://corestandards.org/ELA-Literacy/RI/1/2/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.3","Describe the connection between two individuals, events, ideas, or pieces of information in a text.","http://corestandards.org/ELA-Literacy/RI/1/3/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.4","Ask and answer questions to help determine or clarify the meaning of words and phrases in a text.","http://corestandards.org/ELA-Literacy/RI/1/4/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.5","Know and use various text features (e.g., headings, tables of contents, glossaries, electronic menus, icons) to locate key facts or information in a text.","http://corestandards.org/ELA-Literacy/RI/1/5/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.6","Distinguish between information provided by pictures or other illustrations and information provided by the words in a text.","http://corestandards.org/ELA-Literacy/RI/1/6/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.7","Use the illustrations and details in a text to describe its key ideas.","http://corestandards.org/ELA-Literacy/RI/1/7/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.8","Identify the reasons an author gives to support points in a text.","http://corestandards.org/ELA-Literacy/RI/1/8/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.9","Identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).","http://corestandards.org/ELA-Literacy/RI/1/9/","Reading: Informational Text","RI"
"01","Reading","R","RI.1.10","With prompting and support, read informational texts appropriately complex for grade 1.","http://corestandards.org/ELA-Literacy/RI/1/10/","Reading: Informational Text","RI"
"02","Reading","R","RI.2.1","Ask and answer such questions as <i>who, what, where, when, why</i>, and <i>how</i> to demonstrate understanding of key details in a text.","http://corestandards.org/ELA-Literacy/RI/2/1/","Reading: Informational Text","RI"
"02","Reading","R","RI.2.2","Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.","http://corestandards.org/ELA-Literacy/RI/2/2/","Reading: Informational Text","RI"
"02","Reading","R","RI.2.3","Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.","http://corestandards.org/ELA-Literacy/RI/2/3/","Reading: Informational Text","RI"
"02","Reading","R","RI.2.4","Determine the meaning of words and phrases in a text relevant to a <i>grade 2 topic or subject area.</i>","http://corestandards.org/ELA-Literacy/RI/2/4/","Reading: Informational Text","RI"
"02","Reading","R","RI.2.5","Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently.","http://corestandards.org/ELA-Literacy/RI/2/5/","Reading: Informational Text","RI"
"02","Reading","R","RI.2.6","Identify the main purpose of a text, including what the author wants to answer, explain, or describe.","http://corestandards.org/ELA-Literacy/RI/2/6/","Reading: Informational Text","RI"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.L.4","Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate.","http://corestandards.org/ELA-Literacy/CCRA/L/4/","Language","L"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.L.5","Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.","http://corestandards.org/ELA-Literacy/CCRA/L/5/","Language","L"
"K,1,2,3,4,5,6,7,8,9,10,11,12","Language, Speaking & Listening","LS&L","CCRA.L.6","Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression.","http://corestandards.org/ELA-Literacy/CCRA/L/6/","Language","L"
