"COLLEGE, CAREER & CIVIC LIFE C3 FRAMEWORK",,,,
,,,,
Dimension 1,,,,
,"D4.3.K-2. Present a summa- ry of an argument using print, oral, and digital technologies.","D4.3.3-5. Present a summa- ry of arguments and expla- nations to others outside the classroom using print and oral technologies (e.g., posters, essays, letters, debates, speeches, and reports) and digital technologies (e.g., Internet, social media, and digital documentary).","D4.3.6-8. Present adap- tations of arguments and explanations on topics of interest to others to reach au- diences and venues outside the classroom using print and oral technologies (e.g., post- ers, essays, letters, debates, speeches, reports, and maps) and digital technologies (e.g., Internet, social media, and digital documentary).","D4.3.9-12. Present adapta- tions of arguments and expla- nations that feature evocative ideas and perspectives on issues and topics to reach a range of audiences and venues outside the classroom using print and oral technol- ogies (e.g., posters, essays, letters, debates, speeches, reports, and maps) and digital technologies (e.g., Internet, social media, and digital documentary)."
,,,,
,,,,
,BY THE END OF GRADE 2,BY THE END OF GRADE 5,BY THE END OF GRADE 8,BY THE END OF GRADE 12
,"INDIVIDUALLY AND WITH OTHERS, STUDENTS…",,,
,D4.4.K-2. Ask and answer questions about arguments.,D4.4.3-5. Critique arguments.,D4.4.6-8. Critique argu- ments for credibility.,D4.4.9-12. Critique the use of claims and evidence in arguments for credibility.
,D4.5.K-2. Ask and answer questions about explanations.,D4.5.3-5. Critique explanations.,D4.5.6-8. Critique the struc- ture of explanations.,"D4.5.9-12. Critique the use of the reasoning, sequencing, and supporting details of explanations."
,,,,
,Taking Informed Action,,,
,BY THE END OF GRADE 2,BY THE END OF GRADE 5,BY THE END OF GRADE 8,BY THE END OF GRADE 12
,"INDIVIDUALLY AND WITH OTHERS, STUDENTS…",,,
,"D4.6.K-2. Identify and explain a range of local, regional, and global prob- lems, and some ways in which people are trying to address these problems.","D4.6.3-5. Draw on disci- plinary concepts to explain the challenges people have faced and opportunities they have created, in addressing local, regional, and global problems at various times and places.","D4.6.6-8. Draw on multiple disciplinary lenses to analyze how a specific problem can manifest itself at local, region- al, and global levels over time, identifying its characteristics and causes, and the challeng- es and opportunities faced by those trying to address the problem.","D4.6.9-12. Use disciplinary and interdisciplinary lenses to understand the character- istics and causes of local, re- gional, and global problems; instances of such problems in multiple contexts; and challenges and opportuni- ties faced by those trying to address these problems over time and place."
,"D4.7.K-2. Identify ways to take action to help address local, regional, and global problems.","D4.7.3-5. Explain different strategies and approaches students and others could take in working alone and together to address local, re- gional, and global problems, and predict possible results of their actions.","D4.7.6-8. Assess their individual and collective capacities to take action to address local, regional, and global problems, taking into account a range of possible levers of power, strategies, and potential outcomes.","D4.7.9-12. Assess options for individual and collective action to address local, regional, and global problems by engaging in self-reflection, strategy identification, and complex causal reasoning."
,"D4.8.K-2. Use listening, consensus-building, and voting procedures to decide on and take action in their classrooms.",D4.8.3-5. Use a range of deliberative and democratic procedures to make deci- sions about and act on civic problems in their classrooms and schools.,"D4.8.6-8. Apply a range of deliberative and democratic procedures to make decisions and take action in their class- rooms and schools, and in out-of-school civic contexts.","D4.8.9-12. Apply a range of deliberative and democratic strategies and procedures to make decisions and take action in their classrooms, schools, and out-of-school civic contexts."
